  Time                    Value
  0.000000000000000E+00   0.000000000000000E+00
  0.500000000000000E-01   0.112370548368977E-03
  0.100000000000000E+00   0.157711723800911E-03
  0.150000000000000E+00   0.168374342755005E-03
