  Time                    Value
  0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00
  0.500000000000000E-01  -0.792759099400744E-15   0.783243564358514E-15   0.987816425709789E-13
  0.100000000000000E+00  -0.876716353976012E-14   0.873422661066658E-14   0.436124402345935E-13
  0.150000000000000E+00  -0.886507672622655E-13   0.885376587705934E-13  -0.980294624907405E-12
